Id,Category
2797,1
2798,7
2799,0
2800,10
2801,10
2802,2
2803,7
2804,3
2805,0
2806,6
2807,8
2808,10
2809,3
2810,1
2811,7
2812,8
2813,10
2814,10
2815,7
2816,10
2817,3
2818,9
2819,1
2820,9
2821,9
2822,0
2823,6
2824,7
2825,0
2826,1
2827,6
2828,6
2829,6
2830,5
2831,3
2832,5
2833,9
2834,7
2835,1
2836,7
2837,6
2838,0
2839,6
2840,9
2841,9
2842,8
2843,7
2844,2
2845,3
2846,6
2847,8
2848,8
2849,7
2850,10
2851,3
2852,9
2853,8
2854,7
2855,7
2856,4
2857,0
2858,8
2859,7
2860,7
2861,1
2862,0
2863,2
2864,3
2865,8
2866,10
2867,1
2868,1
2869,5
2870,8
2871,7
2872,9
2873,6
2874,2
2875,9
2876,1
2877,8
2878,8
2879,6
2880,6
2881,1
2882,0
2883,0
2884,0
2885,6
2886,0
2887,6
2888,7
2889,7
2890,4
2891,0
2892,9
2893,10
2894,6
2895,1
2896,3
2897,9
2898,3
2899,1
2900,1
2901,3
2902,10
2903,0
2904,1
2905,1
2906,6
2907,3
2908,1
2909,7
2910,7
2911,7
2912,3
2913,9
2914,3
2915,1
2916,8
2917,4
2918,9
2919,9
2920,1
2921,9
2922,9
2923,9
2924,1
2925,3
2926,2
2927,3
2928,3
2929,9
2930,7
2931,2
2932,1
2933,7
2934,0
2935,9
2936,6
2937,2
2938,6
2939,3
2940,10
2941,7
2942,6
2943,9
2944,3
2945,2
2946,4
2947,9
2948,6
2949,6
2950,0
2951,5
2952,9
2953,7
2954,10
2955,7
2956,7
2957,5
2958,9
2959,3
2960,1
2961,0
2962,6
2963,7
2964,1
2965,10
2966,1
2967,2
2968,1
2969,1
2970,10
2971,7
2972,3
2973,10
2974,2
2975,7
2976,10
2977,3
2978,7
2979,5
2980,10
2981,10
2982,1
2983,4
2984,7
2985,0
2986,7
2987,9
2988,5
2989,3
2990,0
2991,1
2992,4
2993,1
2994,7
2995,1
2996,3
2997,0
2998,6
2999,8
